Bus_Numbers,Passenger_Number,Iteration_Times,Pheromone,Alpha,Beta,Volatile_Coefficient,Ant_Pheromone_Quality,Ants_Number,Shortest_Line,shortest_Time,Cut_Lines,Cut_Times
30,10,100,15,3,6,0.7,160,30,"[26, 23, 0, 18, 25, 1, 15, 2, 9, 8, 24, 14, 3, 10, 4, 27, 16, 19, 7, 5, 13, 20, 28, 21, 17, 11, 22, 29, 12, 6, 26]",129.0048306,"[[25, 1, 15, 2, 9, 8, 24], [14, 3, 10, 4, 27, 16, 19], [7, 5, 13, 20, 28, 21, 17], [11, 22, 29, 12, 6, 26, 23], [0, 18]]",178.3258435
30,10,100,15,3,6,0.7,160,35,"[28, 21, 0, 18, 25, 3, 10, 14, 19, 7, 26, 5, 4, 27, 16, 11, 22, 29, 17, 8, 24, 2, 15, 1, 9, 6, 12, 23, 13, 20, 28]",125.5097193,"[[0, 18, 25, 3, 10, 14, 19], [7, 26, 5, 4, 27, 16, 11], [22, 29, 17, 8, 24, 2, 15], [1, 9, 6, 12, 23, 13, 20], [28, 21]]",252.1315347
30,10,100,15,3,6,0.7,175,25,"[3, 14, 10, 4, 19, 8, 15, 2, 24, 12, 0, 18, 25, 1, 9, 21, 20, 6, 28, 13, 7, 5, 26, 27, 16, 17, 29, 11, 22, 23, 3]",111.342464,"[[3, 14, 10, 4, 19, 8, 15], [2, 24, 12, 0, 18, 25, 1], [9, 21, 20, 6, 28, 13, 7], [5, 26, 27, 16, 17, 29, 11], [22, 23]]",188.0211822
30,10,100,15,3,6,0.7,175,30,"[22, 29, 11, 16, 27, 5, 7, 19, 13, 20, 6, 21, 14, 3, 25, 18, 0, 17, 1, 15, 8, 9, 2, 24, 12, 10, 4, 26, 23, 28, 22]",126.2207345,"[[22, 29, 11, 16, 27, 5, 7], [19, 13, 20, 6, 21, 14, 3], [25, 18, 0, 17, 1, 15, 8], [9, 2, 24, 12, 10, 4, 26], [23, 28]]",162.5861928
30,10,100,15,3,6,0.7,175,35,"[12, 0, 18, 25, 3, 14, 27, 13, 19, 20, 16, 5, 26, 7, 11, 22, 29, 23, 6, 15, 2, 28, 21, 9, 8, 24, 1, 4, 10, 17, 12]",129.142768,"[[3, 14, 27, 13, 19, 20, 16], [5, 26, 7, 11, 22, 29, 23], [6, 15, 2, 28, 21, 9, 8], [24, 1, 4, 10, 17, 12, 0], [18, 25]]",138.3293596
30,10,100,15,3,6,0.8,115,25,"[15, 8, 9, 18, 25, 3, 14, 10, 4, 7, 5, 26, 27, 16, 22, 11, 17, 23, 29, 13, 20, 6, 0, 12, 24, 1, 2, 28, 21, 19, 15]",119.2772528,"[[14, 10, 4, 7, 5, 26, 27], [16, 22, 11, 17, 23, 29, 13], [20, 6, 0, 12, 24, 1, 2], [28, 21, 19, 15, 8, 9, 18], [25, 3]]",255.2198385
30,10,100,15,3,6,0.8,115,30,"[15, 8, 9, 28, 6, 20, 13, 5, 7, 11, 29, 22, 17, 16, 0, 18, 25, 14, 12, 24, 1, 2, 4, 27, 23, 26, 19, 3, 10, 21, 15]",119.4924894,"[[8, 9, 28, 6, 20, 13, 5], [7, 11, 29, 22, 17, 16, 0], [18, 25, 14, 12, 24, 1, 2], [4, 27, 23, 26, 19, 3, 10], [21, 15]]",209.2490723
30,10,100,15,3,6,0.8,115,35,"[19, 5, 26, 27, 14, 3, 25, 18, 0, 12, 8, 24, 1, 15, 2, 28, 21, 9, 10, 4, 23, 22, 29, 11, 7, 13, 20, 6, 16, 17, 19]",101.0502452,"[[19, 5, 26, 27, 14, 3, 25], [18, 0, 12, 8, 24, 1, 15], [2, 28, 21, 9, 10, 4, 23], [22, 29, 11, 7, 13, 20, 6], [16, 17]]",140.5465369
30,10,100,15,3,6,0.8,130,25,"[18, 0, 1, 2, 15, 8, 24, 13, 19, 3, 25, 14, 10, 4, 27, 5, 26, 7, 11, 22, 29, 23, 16, 17, 12, 9, 28, 20, 6, 21, 18]",126.9537531,"[[8, 24, 13, 19, 3, 25, 14], [10, 4, 27, 5, 26, 7, 11], [22, 29, 23, 16, 17, 12, 9], [28, 20, 6, 21, 18, 0, 1], [2, 15]]",174.5067656
30,10,100,15,3,6,0.8,130,30,"[29, 22, 11, 17, 8, 9, 2, 15, 1, 0, 18, 25, 3, 14, 10, 12, 16, 27, 4, 26, 5, 7, 19, 20, 13, 6, 28, 21, 24, 23, 29]",121.2664547,"[[2, 15, 1, 0, 18, 25, 3], [14, 10, 12, 16, 27, 4, 26], [5, 7, 19, 20, 13, 6, 28], [21, 24, 23, 29, 22, 11, 17], [8, 9]]",262.4392359
30,10,100,15,3,6,0.8,130,35,"[18, 25, 0, 12, 1, 15, 2, 21, 9, 8, 24, 17, 11, 22, 29, 16, 27, 7, 5, 26, 19, 14, 3, 10, 4, 6, 20, 13, 28, 23, 18]",109.0370472,"[[1, 15, 2, 21, 9, 8, 24], [17, 11, 22, 29, 16, 27, 7], [5, 26, 19, 14, 3, 10, 4], [6, 20, 13, 28, 23, 18, 25], [0, 12]]",179.5924756
30,10,100,15,3,6,0.8,145,25,"[22, 11, 7, 5, 26, 27, 0, 18, 25, 3, 14, 19, 20, 13, 8, 24, 1, 2, 15, 28, 6, 21, 9, 12, 16, 4, 10, 17, 23, 29, 22]",112.9705134,"[[27, 0, 18, 25, 3, 14, 19], [20, 13, 8, 24, 1, 2, 15], [28, 6, 21, 9, 12, 16, 4], [10, 17, 23, 29, 22, 11, 7], [5, 26]]",199.891043
30,10,100,15,3,6,0.8,145,30,"[28, 20, 13, 7, 5, 26, 19, 3, 14, 25, 18, 0, 12, 8, 24, 1, 15, 2, 9, 21, 10, 4, 27, 16, 23, 29, 22, 11, 17, 6, 28]",116.3351601,"[[19, 3, 14, 25, 18, 0, 12], [8, 24, 1, 15, 2, 9, 21], [10, 4, 27, 16, 23, 29, 22], [11, 17, 6, 28, 20, 13, 7], [5, 26]]",166.3459771
30,10,100,15,3,6,0.8,145,35,"[28, 21, 9, 15, 2, 1, 24, 8, 19, 26, 5, 7, 11, 22, 0, 18, 25, 3, 14, 4, 27, 16, 23, 17, 12, 10, 29, 20, 13, 6, 28]",124.6651769,"[[9, 15, 2, 1, 24, 8, 19], [26, 5, 7, 11, 22, 0, 18], [25, 3, 14, 4, 27, 16, 23], [17, 12, 10, 29, 20, 13, 6], [28, 21]]",272.3687274
30,10,100,15,3,6,0.8,160,25,"[14, 3, 13, 20, 6, 2, 15, 8, 9, 24, 1, 18, 0, 12, 25, 10, 4, 22, 11, 29, 17, 16, 27, 5, 7, 19, 26, 21, 23, 28, 14]",120.876644,"[[6, 2, 15, 8, 9, 24, 1], [18, 0, 12, 25, 10, 4, 22], [11, 29, 17, 16, 27, 5, 7], [19, 26, 21, 23, 28, 14, 3], [13, 20]]",164.8388892
30,10,100,15,3,6,0.8,160,30,"[18, 25, 12, 0, 1, 24, 16, 11, 22, 29, 23, 2, 15, 8, 9, 28, 13, 7, 5, 19, 20, 6, 3, 10, 14, 27, 4, 26, 21, 17, 18]",116.7792643,"[[24, 16, 11, 22, 29, 23, 2], [15, 8, 9, 28, 13, 7, 5], [19, 20, 6, 3, 10, 14, 27], [4, 26, 21, 17, 18, 25, 12], [0, 1]]",213.4420163
30,10,100,15,3,6,0.8,160,35,"[7, 11, 22, 18, 1, 2, 15, 9, 8, 12, 0, 25, 10, 14, 3, 19, 5, 26, 27, 4, 13, 20, 6, 28, 21, 24, 23, 16, 17, 29, 7]",121.0134042,"[[2, 15, 9, 8, 12, 0, 25], [10, 14, 3, 19, 5, 26, 27], [4, 13, 20, 6, 28, 21, 24], [23, 16, 17, 29, 7, 11, 22], [18, 1]]",168.1716954
30,10,100,15,3,6,0.8,175,25,"[9, 8, 15, 2, 25, 18, 0, 12, 24, 1, 20, 13, 26, 5, 7, 19, 4, 27, 16, 11, 3, 10, 14, 6, 28, 21, 23, 17, 29, 22, 9]",125.8024015,"[[9, 8, 15, 2, 25, 18, 0], [12, 24, 1, 20, 13, 26, 5], [7, 19, 4, 27, 16, 11, 3], [10, 14, 6, 28, 21, 23, 17], [29, 22]]",282.3750558
30,10,100,15,3,6,0.8,175,30,"[27, 7, 5, 26, 11, 29, 22, 23, 17, 16, 20, 6, 28, 2, 15, 1, 18, 0, 25, 12, 24, 8, 19, 13, 4, 10, 14, 3, 9, 21, 27]",126.94677,"[[27, 7, 5, 26, 11, 29, 22], [23, 17, 16, 20, 6, 28, 2], [15, 1, 18, 0, 25, 12, 24], [8, 19, 13, 4, 10, 14, 3], [9, 21]]",154.2123293
30,10,100,15,3,6,0.8,175,35,"[7, 5, 26, 16, 27, 17, 28, 21, 9, 2, 15, 1, 24, 8, 18, 25, 14, 0, 12, 19, 6, 20, 3, 10, 4, 13, 29, 22, 11, 23, 7]",105.3379693,"[[26, 16, 27, 17, 28, 21, 9], [2, 15, 1, 24, 8, 18, 25], [14, 0, 12, 19, 6, 20, 3], [10, 4, 13, 29, 22, 11, 23], [7, 5]]",215.1793845
30,10,100,15,3,7,0.4,115,25,"[13, 0, 18, 25, 9, 8, 15, 2, 1, 24, 20, 6, 28, 21, 22, 29, 11, 7, 5, 3, 10, 14, 27, 4, 26, 19, 12, 17, 23, 16, 13]",124.0175874,"[[8, 15, 2, 1, 24, 20, 6], [28, 21, 22, 29, 11, 7, 5], [3, 10, 14, 27, 4, 26, 19], [12, 17, 23, 16, 13, 0, 18], [25, 9]]",155.6463637
30,10,100,15,3,7,0.4,115,30,"[22, 18, 0, 1, 24, 10, 3, 14, 19, 13, 16, 27, 4, 8, 15, 2, 9, 28, 20, 6, 21, 17, 11, 29, 26, 7, 5, 12, 25, 23, 22]",108.0223913,"[[3, 14, 19, 13, 16, 27, 4], [8, 15, 2, 9, 28, 20, 6], [21, 17, 11, 29, 26, 7, 5], [12, 25, 23, 22, 18, 0, 1], [24, 10]]",170.4427476
30,10,100,15,3,7,0.4,115,35,"[24, 12, 1, 18, 25, 10, 14, 3, 19, 7, 11, 29, 22, 16, 17, 8, 15, 2, 9, 28, 21, 6, 20, 13, 5, 26, 4, 0, 27, 23, 24]",110.5140116,"[[14, 3, 19, 7, 11, 29, 22], [16, 17, 8, 15, 2, 9, 28], [21, 6, 20, 13, 5, 26, 4], [0, 27, 23, 24, 12, 1, 18], [25, 10]]",215.4373222
30,10,100,15,3,7,0.4,130,25,"[9, 8, 24, 12, 25, 18, 1, 15, 2, 21, 28, 0, 11, 7, 26, 5, 13, 4, 27, 16, 14, 10, 3, 19, 6, 20, 23, 22, 17, 29, 9]",108.399218,"[[12, 25, 18, 1, 15, 2, 21], [28, 0, 11, 7, 26, 5, 13], [4, 27, 16, 14, 10, 3, 19], [6, 20, 23, 22, 17, 29, 9], [8, 24]]",146.2206274
30,10,100,15,3,7,0.4,130,30,"[19, 8, 15, 2, 24, 1, 18, 25, 3, 14, 10, 4, 16, 27, 26, 5, 7, 11, 22, 29, 17, 12, 0, 6, 20, 13, 28, 9, 21, 23, 19]",107.9672179,"[[19, 8, 15, 2, 24, 1, 18], [25, 3, 14, 10, 4, 16, 27], [26, 5, 7, 11, 22, 29, 17], [12, 0, 6, 20, 13, 28, 9], [21, 23]]",222.5697207
30,10,100,15,3,7,0.4,130,35,"[0, 25, 18, 12, 1, 24, 17, 16, 4, 27, 5, 2, 3, 14, 10, 6, 20, 13, 19, 7, 11, 29, 22, 26, 15, 8, 9, 28, 21, 23, 0]",118.2601684,"[[25, 18, 12, 1, 24, 17, 16], [4, 27, 5, 2, 3, 14, 10], [6, 20, 13, 19, 7, 11, 29], [22, 26, 15, 8, 9, 28, 21], [23, 0]]",205.6541141
30,10,100,15,3,7,0.4,145,25,"[2, 15, 8, 9, 24, 1, 18, 25, 10, 3, 14, 0, 12, 17, 27, 16, 23, 4, 19, 5, 7, 13, 22, 11, 29, 20, 6, 28, 21, 26, 2]",136.0013804,"[[9, 24, 1, 18, 25, 10, 3], [14, 0, 12, 17, 27, 16, 23], [4, 19, 5, 7, 13, 22, 11], [29, 20, 6, 28, 21, 26, 2], [15, 8]]",288.6226501
30,10,100,15,3,7,0.4,145,30,"[14, 3, 25, 18, 0, 15, 8, 9, 28, 21, 2, 1, 24, 12, 10, 4, 5, 7, 11, 22, 6, 13, 20, 16, 27, 17, 23, 29, 26, 19, 14]",110.7629138,"[[15, 8, 9, 28, 21, 2, 1], [24, 12, 10, 4, 5, 7, 11], [22, 6, 13, 20, 16, 27, 17], [23, 29, 26, 19, 14, 3, 25], [18, 0]]",191.8954828
30,10,100,15,3,7,0.4,145,35,"[7, 5, 26, 13, 19, 8, 15, 2, 9, 1, 18, 25, 3, 10, 14, 27, 4, 16, 23, 0, 24, 12, 17, 22, 11, 29, 20, 6, 28, 21, 7]",114.5828234,"[[13, 19, 8, 15, 2, 9, 1], [18, 25, 3, 10, 14, 27, 4], [16, 23, 0, 24, 12, 17, 22], [11, 29, 20, 6, 28, 21, 7], [5, 26]]",207.5322598
30,10,100,15,3,7,0.4,160,25,"[14, 3, 19, 7, 11, 22, 0, 18, 25, 12, 24, 8, 9, 15, 2, 1, 28, 20, 6, 21, 10, 4, 27, 17, 16, 23, 29, 13, 5, 26, 14]",125.5877501,"[[22, 0, 18, 25, 12, 24, 8], [9, 15, 2, 1, 28, 20, 6], [21, 10, 4, 27, 17, 16, 23], [29, 13, 5, 26, 14, 3, 19], [7, 11]]",215.4134726
30,10,100,15,3,7,0.4,160,30,"[0, 18, 25, 3, 14, 27, 7, 19, 1, 2, 15, 8, 11, 22, 21, 9, 28, 13, 6, 20, 5, 26, 4, 10, 12, 17, 16, 23, 29, 24, 0]",121.490372,"[[3, 14, 27, 7, 19, 1, 2], [15, 8, 11, 22, 21, 9, 28], [13, 6, 20, 5, 26, 4, 10], [12, 17, 16, 23, 29, 24, 0], [18, 25]]",181.2707559
30,10,100,15,3,7,0.4,160,35,"[25, 18, 1, 15, 0, 8, 9, 21, 28, 2, 7, 5, 26, 19, 13, 20, 6, 3, 14, 10, 4, 27, 11, 22, 29, 17, 12, 24, 16, 23, 25]",129.2826875,"[[8, 9, 21, 28, 2, 7, 5], [26, 19, 13, 20, 6, 3, 14], [10, 4, 27, 11, 22, 29, 17], [12, 24, 16, 23, 25, 18, 1], [15, 0]]",202.3817264
30,10,100,15,3,7,0.4,175,25,"[6, 20, 7, 11, 22, 29, 0, 1, 18, 25, 14, 10, 3, 19, 5, 26, 13, 4, 27, 17, 16, 24, 8, 15, 2, 9, 28, 21, 12, 23, 6]",109.324561,"[[6, 20, 7, 11, 22, 29, 0], [1, 18, 25, 14, 10, 3, 19], [5, 26, 13, 4, 27, 17, 16], [24, 8, 15, 2, 9, 28, 21], [12, 23]]",202.0292688
30,10,100,15,3,7,0.4,175,30,"[5, 26, 7, 19, 8, 15, 2, 9, 1, 18, 25, 3, 10, 14, 27, 16, 4, 12, 24, 17, 13, 20, 6, 28, 21, 0, 22, 29, 11, 23, 5]",113.3931548,"[[15, 2, 9, 1, 18, 25, 3], [10, 14, 27, 16, 4, 12, 24], [17, 13, 20, 6, 28, 21, 0], [22, 29, 11, 23, 5, 26, 7], [19, 8]]",220.200992
30,10,100,15,3,7,0.4,175,35,"[27, 7, 5, 26, 0, 18, 25, 14, 1, 15, 2, 24, 8, 9, 19, 3, 10, 4, 13, 20, 6, 28, 21, 12, 22, 11, 29, 17, 16, 23, 27]",116.2110997,"[[0, 18, 25, 14, 1, 15, 2], [24, 8, 9, 19, 3, 10, 4], [13, 20, 6, 28, 21, 12, 22], [11, 29, 17, 16, 23, 27, 7], [5, 26]]",193.8678239
30,10,100,15,3,7,0.5,115,25,"[11, 22, 29, 18, 0, 12, 1, 15, 8, 9, 2, 28, 21, 6, 20, 13, 7, 19, 5, 26, 4, 10, 3, 14, 27, 16, 23, 17, 24, 25, 11]",129.6014721,"[[18, 0, 12, 1, 15, 8, 9], [2, 28, 21, 6, 20, 13, 7], [19, 5, 26, 4, 10, 3, 14], [27, 16, 23, 17, 24, 25, 11], [22, 29]]",192.2886748
30,10,100,15,3,7,0.5,115,30,"[22, 11, 29, 23, 0, 17, 18, 25, 1, 15, 2, 20, 28, 21, 9, 8, 3, 10, 14, 19, 4, 27, 13, 5, 26, 7, 6, 12, 24, 16, 22]",116.5155784,"[[29, 23, 0, 17, 18, 25, 1], [15, 2, 20, 28, 21, 9, 8], [3, 10, 14, 19, 4, 27, 13], [5, 26, 7, 6, 12, 24, 16], [22, 11]]",159.7306771
30,10,100,15,3,7,0.5,115,35,"[29, 22, 11, 7, 19, 14, 3, 10, 16, 23, 27, 4, 26, 5, 8, 9, 2, 15, 1, 18, 25, 0, 12, 24, 17, 20, 6, 28, 13, 21, 29]",121.4327521,"[[29, 22, 11, 7, 19, 14, 3], [10, 16, 23, 27, 4, 26, 5], [8, 9, 2, 15, 1, 18, 25], [0, 12, 24, 17, 20, 6, 28], [13, 21]]",150.5071546
30,10,100,15,3,7,0.5,130,25,"[27, 16, 22, 11, 7, 5, 0, 12, 17, 1, 18, 25, 3, 14, 19, 13, 20, 6, 15, 8, 9, 24, 2, 28, 21, 10, 4, 26, 23, 29, 27]",112.451348,"[[16, 22, 11, 7, 5, 0, 12], [17, 1, 18, 25, 3, 14, 19], [13, 20, 6, 15, 8, 9, 24], [2, 28, 21, 10, 4, 26, 23], [29, 27]]",149.8324784
30,10,100,15,3,7,0.5,130,30,"[6, 11, 7, 5, 26, 19, 8, 9, 2, 15, 1, 0, 18, 25, 3, 14, 10, 4, 27, 16, 13, 20, 21, 28, 12, 23, 17, 29, 22, 24, 6]",106.5750799,"[[11, 7, 5, 26, 19, 8, 9], [2, 15, 1, 0, 18, 25, 3], [14, 10, 4, 27, 16, 13, 20], [21, 28, 12, 23, 17, 29, 22], [24, 6]]",199.2810529
30,10,100,15,3,7,0.5,130,35,"[20, 6, 0, 12, 5, 19, 8, 9, 15, 2, 1, 18, 25, 3, 14, 10, 4, 7, 11, 13, 27, 16, 24, 17, 29, 22, 23, 26, 28, 21, 20]",126.0369405,"[[20, 6, 0, 12, 5, 19, 8], [9, 15, 2, 1, 18, 25, 3], [14, 10, 4, 7, 11, 13, 27], [16, 24, 17, 29, 22, 23, 26], [28, 21]]",212.5379155
30,10,100,15,3,7,0.5,145,25,"[24, 8, 15, 2, 9, 1, 18, 25, 12, 0, 23, 4, 16, 27, 14, 3, 10, 6, 20, 13, 19, 5, 7, 11, 22, 29, 26, 21, 28, 17, 24]",117.0396826,"[[24, 8, 15, 2, 9, 1, 18], [25, 12, 0, 23, 4, 16, 27], [14, 3, 10, 6, 20, 13, 19], [5, 7, 11, 22, 29, 26, 21], [28, 17]]",198.6828583
30,10,100,15,3,7,0.5,145,30,"[25, 18, 1, 15, 8, 9, 24, 16, 27, 4, 10, 3, 14, 19, 13, 6, 0, 12, 11, 29, 22, 17, 7, 5, 26, 20, 21, 2, 28, 23, 25]",113.9928463,"[[25, 18, 1, 15, 8, 9, 24], [16, 27, 4, 10, 3, 14, 19], [13, 6, 0, 12, 11, 29, 22], [17, 7, 5, 26, 20, 21, 2], [28, 23]]",146.384204
30,10,100,15,3,7,0.5,145,35,"[9, 17, 8, 15, 2, 1, 18, 25, 3, 14, 10, 20, 13, 19, 16, 27, 4, 23, 22, 11, 7, 0, 12, 24, 5, 26, 6, 28, 21, 29, 9]",124.21729,"[[9, 17, 8, 15, 2, 1, 18], [25, 3, 14, 10, 20, 13, 19], [16, 27, 4, 23, 22, 11, 7], [0, 12, 24, 5, 26, 6, 28], [21, 29]]",212.7207081
30,10,100,15,3,7,0.5,160,25,"[10, 3, 25, 18, 1, 8, 9, 28, 2, 15, 6, 20, 0, 12, 24, 22, 11, 29, 17, 16, 27, 4, 5, 7, 13, 19, 14, 26, 21, 23, 10]",107.9922759,"[[1, 8, 9, 28, 2, 15, 6], [20, 0, 12, 24, 22, 11, 29], [17, 16, 27, 4, 5, 7, 13], [19, 14, 26, 21, 23, 10, 3], [25, 18]]",256.5879863
30,10,100,15,3,7,0.5,160,30,"[23, 0, 18, 25, 12, 1, 15, 2, 9, 8, 24, 26, 5, 19, 3, 14, 16, 27, 4, 7, 13, 20, 6, 10, 17, 11, 22, 21, 28, 29, 23]",103.6332142,"[[12, 1, 15, 2, 9, 8, 24], [26, 5, 19, 3, 14, 16, 27], [4, 7, 13, 20, 6, 10, 17], [11, 22, 21, 28, 29, 23, 0], [18, 25]]",172.4960056
30,10,100,15,3,7,0.5,160,35,"[29, 11, 7, 5, 26, 27, 14, 25, 18, 1, 15, 8, 9, 21, 6, 20, 13, 19, 4, 10, 3, 12, 24, 2, 28, 17, 0, 22, 23, 16, 29]",102.8999605,"[[29, 11, 7, 5, 26, 27, 14], [25, 18, 1, 15, 8, 9, 21], [6, 20, 13, 19, 4, 10, 3], [12, 24, 2, 28, 17, 0, 22], [23, 16]]",163.1065818
30,10,100,15,3,7,0.5,175,25,"[25, 18, 0, 1, 15, 2, 9, 8, 24, 20, 13, 19, 14, 3, 10, 17, 16, 27, 4, 5, 26, 7, 11, 29, 22, 23, 12, 21, 28, 6, 25]",85.38569347,"[[25, 18, 0, 1, 15, 2, 9], [8, 24, 20, 13, 19, 14, 3], [10, 17, 16, 27, 4, 5, 26], [7, 11, 29, 22, 23, 12, 21], [28, 6]]",154.7812846
30,10,100,15,3,7,0.5,175,30,"[24, 1, 18, 25, 12, 0, 14, 10, 3, 19, 7, 5, 26, 4, 27, 16, 17, 8, 15, 2, 9, 21, 28, 20, 6, 13, 23, 22, 11, 29, 24]",117.629691,"[[24, 1, 18, 25, 12, 0, 14], [10, 3, 19, 7, 5, 26, 4], [27, 16, 17, 8, 15, 2, 9], [21, 28, 20, 6, 13, 23, 22], [11, 29]]",234.5102563
30,10,100,15,3,7,0.5,175,35,"[7, 19, 8, 15, 2, 1, 18, 25, 14, 3, 10, 12, 24, 16, 27, 4, 26, 5, 23, 17, 29, 11, 22, 0, 6, 20, 13, 28, 21, 9, 7]",116.9942642,"[[19, 8, 15, 2, 1, 18, 25], [14, 3, 10, 12, 24, 16, 27], [4, 26, 5, 23, 17, 29, 11], [22, 0, 6, 20, 13, 28, 21], [9, 7]]",284.480049
30,10,100,15,3,7,0.6,115,25,"[17, 25, 0, 18, 1, 24, 15, 2, 28, 20, 6, 19, 8, 9, 3, 14, 10, 12, 16, 27, 4, 7, 5, 26, 23, 22, 29, 11, 21, 13, 17]",103.8328225,"[[25, 0, 18, 1, 24, 15, 2], [28, 20, 6, 19, 8, 9, 3], [14, 10, 12, 16, 27, 4, 7], [5, 26, 23, 22, 29, 11, 21], [13, 17]]",184.5312354
30,10,100,15,3,7,0.6,115,30,"[9, 8, 24, 1, 15, 2, 10, 3, 25, 18, 0, 12, 4, 7, 5, 26, 23, 29, 22, 11, 17, 16, 27, 13, 19, 14, 28, 21, 6, 20, 9]",116.8974506,"[[10, 3, 25, 18, 0, 12, 4], [7, 5, 26, 23, 29, 22, 11], [17, 16, 27, 13, 19, 14, 28], [21, 6, 20, 9, 8, 24, 1], [15, 2]]",193.1176359
30,10,100,15,3,7,0.6,115,35,"[17, 8, 12, 25, 18, 1, 2, 15, 28, 20, 19, 5, 0, 14, 3, 10, 4, 27, 7, 11, 29, 22, 23, 16, 24, 9, 13, 26, 6, 21, 17]",118.3181931,"[[8, 12, 25, 18, 1, 2, 15], [28, 20, 19, 5, 0, 14, 3], [10, 4, 27, 7, 11, 29, 22], [23, 16, 24, 9, 13, 26, 6], [21, 17]]",173.4673116
30,10,100,15,3,7,0.6,130,25,"[25, 18, 1, 15, 8, 9, 24, 26, 7, 5, 17, 11, 29, 22, 0, 12, 23, 16, 6, 20, 13, 19, 27, 4, 10, 3, 14, 21, 28, 2, 25]",119.3698245,"[[25, 18, 1, 15, 8, 9, 24], [26, 7, 5, 17, 11, 29, 22], [0, 12, 23, 16, 6, 20, 13], [19, 27, 4, 10, 3, 14, 21], [28, 2]]",101.7884255
30,10,100,15,3,7,0.6,130,30,"[29, 22, 11, 7, 13, 20, 6, 21, 26, 0, 18, 25, 14, 3, 1, 15, 2, 9, 8, 19, 5, 27, 16, 23, 4, 10, 12, 24, 17, 28, 29]",112.129081,"[[6, 21, 26, 0, 18, 25, 14], [3, 1, 15, 2, 9, 8, 19], [5, 27, 16, 23, 4, 10, 12], [24, 17, 28, 29, 22, 11, 7], [13, 20]]",199.0579208
30,10,100,15,3,7,0.6,130,35,"[25, 0, 18, 1, 15, 2, 22, 29, 11, 7, 24, 10, 3, 14, 27, 4, 26, 5, 19, 13, 20, 6, 28, 21, 9, 8, 12, 16, 17, 23, 25]",107.3815143,"[[2, 22, 29, 11, 7, 24, 10], [3, 14, 27, 4, 26, 5, 19], [13, 20, 6, 28, 21, 9, 8], [12, 16, 17, 23, 25, 0, 18], [1, 15]]",179.3504281
30,10,100,15,3,7,0.6,145,25,"[9, 8, 15, 2, 1, 0, 18, 25, 14, 10, 4, 19, 5, 7, 27, 16, 23, 29, 22, 11, 17, 12, 3, 6, 20, 13, 21, 28, 24, 26, 9]",121.5121115,"[[8, 15, 2, 1, 0, 18, 25], [14, 10, 4, 19, 5, 7, 27], [16, 23, 29, 22, 11, 17, 12], [3, 6, 20, 13, 21, 28, 24], [26, 9]]",212.9859983
30,10,100,15,3,7,0.6,145,30,"[1, 18, 25, 0, 2, 15, 8, 12, 24, 9, 21, 28, 20, 6, 19, 7, 5, 13, 27, 14, 3, 10, 4, 26, 11, 22, 16, 17, 23, 29, 1]",125.3749584,"[[1, 18, 25, 0, 2, 15, 8], [12, 24, 9, 21, 28, 20, 6], [19, 7, 5, 13, 27, 14, 3], [10, 4, 26, 11, 22, 16, 17], [23, 29]]",155.7026318
30,10,100,15,3,7,0.6,145,35,"[26, 0, 18, 25, 10, 3, 14, 27, 16, 4, 19, 7, 11, 22, 29, 23, 17, 12, 8, 9, 2, 15, 1, 24, 20, 5, 13, 28, 21, 6, 26]",119.3614599,"[[10, 3, 14, 27, 16, 4, 19], [7, 11, 22, 29, 23, 17, 12], [8, 9, 2, 15, 1, 24, 20], [5, 13, 28, 21, 6, 26, 0], [18, 25]]",115.6327347
30,10,100,15,3,7,0.6,160,25,"[1, 18, 25, 3, 14, 19, 7, 0, 8, 15, 2, 9, 28, 21, 4, 10, 24, 12, 17, 23, 22, 29, 5, 6, 20, 13, 27, 16, 26, 11, 1]",112.339001,"[[1, 18, 25, 3, 14, 19, 7], [0, 8, 15, 2, 9, 28, 21], [4, 10, 24, 12, 17, 23, 22], [29, 5, 6, 20, 13, 27, 16], [26, 11]]",188.5726814
30,10,100,15,3,7,0.6,160,30,"[3, 14, 19, 8, 15, 2, 1, 18, 25, 10, 7, 5, 26, 4, 16, 17, 29, 22, 11, 0, 12, 27, 20, 9, 6, 28, 21, 24, 13, 23, 3]",123.2848501,"[[3, 14, 19, 8, 15, 2, 1], [18, 25, 10, 7, 5, 26, 4], [16, 17, 29, 22, 11, 0, 12], [27, 20, 9, 6, 28, 21, 24], [13, 23]]",200.2587782
30,10,100,15,3,7,0.6,160,35,"[14, 19, 8, 15, 0, 18, 25, 1, 2, 28, 3, 10, 4, 5, 26, 7, 11, 22, 29, 23, 13, 27, 16, 17, 6, 20, 21, 9, 24, 12, 14]",124.8491414,"[[14, 19, 8, 15, 0, 18, 25], [1, 2, 28, 3, 10, 4, 5], [26, 7, 11, 22, 29, 23, 13], [27, 16, 17, 6, 20, 21, 9], [24, 12]]",218.8001235
