Bus_Numbers,Passenger_Number,Iteration_Times,Pheromone,Alpha,Beta,Volatile_Coefficient,Ant_Pheromone_Quality,Ants_Number,Shortest_Line,shortestTime,Cut_Lines,Cut_Times
20,30,100,45,3,3,0.7,145,25,"[6, 9, 4, 5, 17, 0, 12, 7, 3, 15, 14, 19, 11, 1, 16, 18, 8, 13, 2, 10, 6]",274.9499882,"[[5, 17, 0, 12, 7], [3, 15, 14, 19, 11], [1, 16, 18, 8, 13], [2, 10, 6, 9, 4]]",726.326201
20,30,100,45,3,3,0.7,145,30,"[4, 2, 17, 8, 18, 13, 11, 19, 1, 16, 14, 15, 0, 3, 7, 12, 6, 9, 5, 10, 4]",313.1924004,"[[2, 17, 8, 18, 13], [11, 19, 1, 16, 14], [15, 0, 3, 7, 12], [6, 9, 5, 10, 4]]",830.4666205
20,30,100,45,3,3,0.7,145,35,"[5, 17, 10, 11, 19, 1, 16, 13, 18, 8, 0, 12, 3, 7, 4, 9, 6, 15, 14, 2, 5]",337.0468765,"[[5, 17, 10, 11, 19], [1, 16, 13, 18, 8], [0, 12, 3, 7, 4], [9, 6, 15, 14, 2]]",765.9320832
20,30,100,45,3,3,0.7,160,25,"[5, 17, 9, 4, 3, 7, 12, 0, 15, 14, 16, 1, 18, 8, 13, 11, 19, 10, 2, 6, 5]",317.1385526,"[[4, 3, 7, 12, 0], [15, 14, 16, 1, 18], [8, 13, 11, 19, 10], [2, 6, 5, 17, 9]]",720.1325116
20,30,100,45,3,3,0.7,160,30,"[2, 8, 18, 13, 11, 19, 16, 1, 4, 0, 12, 3, 7, 15, 14, 6, 9, 17, 5, 10, 2]",325.7784589,"[[13, 11, 19, 16, 1], [4, 0, 12, 3, 7], [15, 14, 6, 9, 17], [5, 10, 2, 8, 18]]",784.5565727
20,30,100,45,3,3,0.7,160,35,"[6, 9, 17, 5, 4, 0, 7, 3, 12, 14, 15, 8, 18, 13, 11, 16, 1, 19, 10, 2, 6]",299.5973941,"[[5, 4, 0, 7, 3], [12, 14, 15, 8, 18], [13, 11, 16, 1, 19], [10, 2, 6, 9, 17]]",616.644418
20,30,100,45,3,3,0.7,175,25,"[5, 17, 9, 4, 3, 7, 6, 12, 0, 1, 16, 13, 18, 2, 11, 19, 8, 14, 15, 10, 5]",331.0298411,"[[3, 7, 6, 12, 0], [1, 16, 13, 18, 2], [11, 19, 8, 14, 15], [10, 5, 17, 9, 4]]",728.6907524
20,30,100,45,3,3,0.7,175,30,"[9, 17, 5, 10, 4, 3, 7, 0, 12, 14, 15, 8, 16, 1, 19, 18, 13, 11, 2, 6, 9]",303.5998464,"[[5, 10, 4, 3, 7], [0, 12, 14, 15, 8], [16, 1, 19, 18, 13], [11, 2, 6, 9, 17]]",631.4855235
20,30,100,45,3,3,0.7,175,35,"[18, 0, 12, 7, 3, 4, 9, 17, 5, 10, 19, 11, 13, 8, 14, 15, 1, 16, 2, 6, 18]",349.3966571,"[[7, 3, 4, 9, 17], [5, 10, 19, 11, 13], [8, 14, 15, 1, 16], [2, 6, 18, 0, 12]]",741.2457918
20,30,100,45,3,3,0.8,115,25,"[14, 15, 8, 19, 10, 4, 7, 3, 12, 0, 11, 13, 18, 1, 16, 5, 17, 9, 6, 2, 14]",343.0449514,"[[15, 8, 19, 10, 4], [7, 3, 12, 0, 11], [13, 18, 1, 16, 5], [17, 9, 6, 2, 14]]",536.8798485
20,30,100,45,3,3,0.8,115,30,"[9, 4, 6, 0, 15, 14, 7, 3, 12, 16, 1, 19, 11, 8, 18, 13, 5, 17, 10, 2, 9]",304.8672301,"[[6, 0, 15, 14, 7], [3, 12, 16, 1, 19], [11, 8, 18, 13, 5], [17, 10, 2, 9, 4]]",690.0173803
20,30,100,45,3,3,0.8,115,35,"[2, 18, 1, 16, 11, 19, 8, 15, 0, 3, 7, 12, 4, 9, 17, 5, 10, 13, 14, 6, 2]",305.9705345,"[[11, 19, 8, 15, 0], [3, 7, 12, 4, 9], [17, 5, 10, 13, 14], [6, 2, 18, 1, 16]]",654.6704548
20,30,100,45,3,3,0.8,130,25,"[2, 13, 18, 0, 1, 16, 11, 19, 8, 15, 7, 3, 12, 14, 4, 9, 17, 5, 10, 6, 2]",326.219742,"[[18, 0, 1, 16, 11], [19, 8, 15, 7, 3], [12, 14, 4, 9, 17], [5, 10, 6, 2, 13]]",675.7221365
20,30,100,45,3,3,0.8,130,30,"[10, 17, 9, 4, 7, 3, 12, 0, 14, 15, 8, 13, 11, 19, 1, 16, 18, 2, 5, 6, 10]",312.914246,"[[17, 9, 4, 7, 3], [12, 0, 14, 15, 8], [13, 11, 19, 1, 16], [18, 2, 5, 6, 10]]",741.2698255
20,30,100,45,3,3,0.8,130,35,"[10, 5, 17, 9, 4, 3, 7, 12, 0, 15, 14, 16, 1, 11, 13, 18, 8, 19, 2, 6, 10]",303.5488911,"[[5, 17, 9, 4, 3], [7, 12, 0, 15, 14], [16, 1, 11, 13, 18], [8, 19, 2, 6, 10]]",760.6983953
20,30,100,45,3,3,0.8,145,25,"[2, 18, 13, 16, 1, 19, 11, 8, 15, 14, 12, 7, 3, 0, 4, 9, 6, 5, 10, 17, 2]",314.3034201,"[[18, 13, 16, 1, 19], [11, 8, 15, 14, 12], [7, 3, 0, 4, 9], [6, 5, 10, 17, 2]]",723.4348083
20,30,100,45,3,3,0.8,145,30,"[2, 18, 13, 11, 16, 1, 4, 3, 7, 12, 0, 14, 15, 8, 19, 5, 17, 9, 6, 10, 2]",326.5822127,"[[18, 13, 11, 16, 1], [4, 3, 7, 12, 0], [14, 15, 8, 19, 5], [17, 9, 6, 10, 2]]",639.0051978
20,30,100,45,3,3,0.8,145,35,"[9, 6, 3, 7, 12, 0, 16, 1, 19, 11, 13, 18, 8, 15, 14, 4, 5, 17, 10, 2, 9]",305.3207095,"[[12, 0, 16, 1, 19], [11, 13, 18, 8, 15], [14, 4, 5, 17, 10], [2, 9, 6, 3, 7]]",706.2368827
20,30,100,45,3,3,0.8,160,25,"[13, 18, 1, 16, 11, 19, 7, 3, 12, 0, 14, 15, 8, 4, 9, 17, 5, 10, 2, 6, 13]",326.6986288,"[[11, 19, 7, 3, 12], [0, 14, 15, 8, 4], [9, 17, 5, 10, 2], [6, 13, 18, 1, 16]]",630.1177483
20,30,100,45,3,3,0.8,160,30,"[5, 17, 9, 4, 3, 7, 12, 0, 15, 14, 16, 1, 19, 10, 11, 18, 13, 8, 2, 6, 5]",309.7144566,"[[4, 3, 7, 12, 0], [15, 14, 16, 1, 19], [10, 11, 18, 13, 8], [2, 6, 5, 17, 9]]",722.36723
20,30,100,45,3,3,0.8,160,35,"[2, 18, 8, 16, 1, 19, 13, 11, 7, 3, 12, 0, 14, 15, 6, 9, 4, 10, 17, 5, 2]",337.0936525,"[[2, 18, 8, 16, 1], [19, 13, 11, 7, 3], [12, 0, 14, 15, 6], [9, 4, 10, 17, 5]]",779.1655015
20,30,100,45,3,3,0.8,175,25,"[2, 18, 13, 8, 1, 16, 19, 11, 4, 0, 14, 15, 3, 7, 12, 10, 5, 17, 9, 6, 2]",326.4435573,"[[13, 8, 1, 16, 19], [11, 4, 0, 14, 15], [3, 7, 12, 10, 5], [17, 9, 6, 2, 18]]",663.3216306
20,30,100,45,3,3,0.8,175,30,"[17, 9, 4, 10, 5, 3, 7, 12, 0, 6, 16, 1, 19, 11, 18, 13, 8, 15, 14, 2, 17]",331.6165568,"[[4, 10, 5, 3, 7], [12, 0, 6, 16, 1], [19, 11, 18, 13, 8], [15, 14, 2, 17, 9]]",692.033974
20,30,100,45,3,3,0.8,175,35,"[8, 15, 6, 9, 4, 3, 7, 12, 0, 14, 16, 1, 19, 11, 18, 13, 2, 17, 5, 10, 8]",305.4036405,"[[4, 3, 7, 12, 0], [14, 16, 1, 19, 11], [18, 13, 2, 17, 5], [10, 8, 15, 6, 9]]",694.8364756
20,30,100,45,3,4,0.4,115,25,"[2, 16, 1, 4, 7, 3, 12, 0, 14, 15, 8, 18, 13, 11, 19, 10, 17, 5, 9, 6, 2]",332.6291288,"[[16, 1, 4, 7, 3], [12, 0, 14, 15, 8], [18, 13, 11, 19, 10], [17, 5, 9, 6, 2]]",726.4247339
20,30,100,45,3,4,0.4,115,30,"[4, 0, 3, 7, 12, 15, 14, 16, 19, 11, 1, 8, 18, 13, 10, 5, 17, 9, 6, 2, 4]",325.8817587,"[[0, 3, 7, 12, 15], [14, 16, 19, 11, 1], [8, 18, 13, 10, 5], [17, 9, 6, 2, 4]]",677.2258059
20,30,100,45,3,4,0.4,115,35,"[6, 13, 16, 1, 18, 12, 0, 15, 8, 19, 11, 7, 3, 4, 9, 17, 5, 10, 2, 14, 6]",306.8500618,"[[18, 12, 0, 15, 8], [19, 11, 7, 3, 4], [9, 17, 5, 10, 2], [14, 6, 13, 16, 1]]",603.0518794
20,30,100,45,3,4,0.4,130,25,"[17, 4, 7, 3, 16, 1, 19, 11, 18, 8, 15, 14, 12, 0, 9, 6, 13, 2, 10, 5, 17]",350.4976881,"[[3, 16, 1, 19, 11], [18, 8, 15, 14, 12], [0, 9, 6, 13, 2], [10, 5, 17, 4, 7]]",639.710397
20,30,100,45,3,4,0.4,130,30,"[5, 17, 9, 4, 7, 3, 12, 0, 16, 1, 19, 11, 13, 18, 8, 14, 15, 6, 10, 2, 5]",298.5319017,"[[4, 7, 3, 12, 0], [16, 1, 19, 11, 13], [18, 8, 14, 15, 6], [10, 2, 5, 17, 9]]",742.405805
20,30,100,45,3,4,0.4,130,35,"[5, 17, 4, 9, 2, 18, 13, 8, 11, 19, 1, 16, 14, 12, 3, 7, 0, 15, 6, 10, 5]",346.3229996,"[[9, 2, 18, 13, 8], [11, 19, 1, 16, 14], [12, 3, 7, 0, 15], [6, 10, 5, 17, 4]]",757.3229784
20,30,100,45,3,4,0.4,145,25,"[13, 18, 1, 16, 11, 19, 8, 15, 0, 12, 3, 7, 4, 9, 17, 5, 10, 2, 6, 14, 13]",334.1470387,"[[16, 11, 19, 8, 15], [0, 12, 3, 7, 4], [9, 17, 5, 10, 2], [6, 14, 13, 18, 1]]",647.0895895
20,30,100,45,3,4,0.4,145,30,"[5, 17, 10, 11, 19, 14, 15, 0, 12, 7, 3, 4, 16, 1, 18, 13, 8, 2, 6, 9, 5]",349.1086669,"[[10, 11, 19, 14, 15], [0, 12, 7, 3, 4], [16, 1, 18, 13, 8], [2, 6, 9, 5, 17]]",669.3027302
20,30,100,45,3,4,0.4,145,35,"[10, 17, 9, 4, 7, 3, 12, 0, 15, 14, 19, 11, 16, 1, 18, 13, 2, 8, 5, 6, 10]",339.1328547,"[[10, 17, 9, 4, 7], [3, 12, 0, 15, 14], [19, 11, 16, 1, 18], [13, 2, 8, 5, 6]]",709.1747638
20,30,100,45,3,4,0.4,160,25,"[5, 17, 9, 6, 4, 7, 3, 12, 0, 15, 8, 18, 13, 11, 19, 1, 16, 14, 2, 10, 5]",314.6616392,"[[9, 6, 4, 7, 3], [12, 0, 15, 8, 18], [13, 11, 19, 1, 16], [14, 2, 10, 5, 17]]",712.8602426
20,30,100,45,3,4,0.4,160,30,"[2, 9, 17, 10, 4, 7, 3, 12, 0, 15, 14, 18, 13, 11, 19, 1, 16, 8, 6, 5, 2]",327.0440986,"[[17, 10, 4, 7, 3], [12, 0, 15, 14, 18], [13, 11, 19, 1, 16], [8, 6, 5, 2, 9]]",675.0134128
20,30,100,45,3,4,0.4,160,35,"[6, 7, 3, 12, 0, 14, 15, 8, 19, 11, 16, 1, 18, 13, 2, 9, 17, 5, 10, 4, 6]",326.9299303,"[[0, 14, 15, 8, 19], [11, 16, 1, 18, 13], [2, 9, 17, 5, 10], [4, 6, 7, 3, 12]]",694.7968798
20,30,100,45,3,4,0.4,175,25,"[17, 4, 0, 12, 3, 7, 15, 14, 19, 11, 1, 16, 13, 8, 18, 2, 10, 5, 9, 6, 17]",330.952,"[[17, 4, 0, 12, 3], [7, 15, 14, 19, 11], [1, 16, 13, 8, 18], [2, 10, 5, 9, 6]]",701.4870191
20,30,100,45,3,4,0.4,175,30,"[10, 17, 5, 3, 12, 7, 0, 15, 16, 1, 19, 11, 13, 18, 8, 14, 6, 4, 9, 2, 10]",356.4062696,"[[5, 3, 12, 7, 0], [15, 16, 1, 19, 11], [13, 18, 8, 14, 6], [4, 9, 2, 10, 17]]",679.7882302
20,30,100,45,3,4,0.4,175,35,"[2, 18, 13, 16, 1, 19, 8, 11, 14, 15, 0, 12, 3, 7, 4, 10, 5, 17, 9, 6, 2]",280.6982758,"[[13, 16, 1, 19, 8], [11, 14, 15, 0, 12], [3, 7, 4, 10, 5], [17, 9, 6, 2, 18]]",603.6222393
20,30,100,45,3,4,0.5,115,25,"[5, 10, 17, 9, 6, 0, 15, 14, 12, 3, 7, 4, 18, 11, 19, 1, 16, 13, 8, 2, 5]",315.940227,"[[6, 0, 15, 14, 12], [3, 7, 4, 18, 11], [19, 1, 16, 13, 8], [2, 5, 10, 17, 9]]",687.3275482
20,30,100,45,3,4,0.5,115,30,"[2, 18, 13, 16, 1, 8, 19, 11, 15, 12, 7, 0, 3, 4, 10, 5, 17, 9, 6, 14, 2]",311.296007,"[[18, 13, 16, 1, 8], [19, 11, 15, 12, 7], [0, 3, 4, 10, 5], [17, 9, 6, 14, 2]]",588.9828448
20,30,100,45,3,4,0.5,115,35,"[2, 16, 1, 8, 18, 13, 19, 11, 15, 14, 0, 12, 7, 3, 4, 9, 17, 5, 10, 6, 2]",312.0870264,"[[16, 1, 8, 18, 13], [19, 11, 15, 14, 0], [12, 7, 3, 4, 9], [17, 5, 10, 6, 2]]",713.5421571
20,30,100,45,3,4,0.5,130,25,"[2, 9, 4, 3, 7, 12, 0, 15, 14, 1, 16, 11, 19, 8, 18, 13, 5, 17, 10, 6, 2]",338.2624462,"[[4, 3, 7, 12, 0], [15, 14, 1, 16, 11], [19, 8, 18, 13, 5], [17, 10, 6, 2, 9]]",610.9358307
20,30,100,45,3,4,0.5,130,30,"[6, 7, 3, 12, 0, 14, 15, 11, 19, 8, 18, 13, 16, 1, 5, 17, 9, 4, 10, 2, 6]",328.7675442,"[[6, 7, 3, 12, 0], [14, 15, 11, 19, 8], [18, 13, 16, 1, 5], [17, 9, 4, 10, 2]]",572.8621407
20,30,100,45,3,4,0.5,130,35,"[15, 8, 19, 16, 1, 18, 11, 13, 2, 10, 5, 17, 9, 6, 7, 3, 12, 0, 14, 4, 15]",329.5040242,"[[16, 1, 18, 11, 13], [2, 10, 5, 17, 9], [6, 7, 3, 12, 0], [14, 4, 15, 8, 19]]",661.0837655
20,30,100,45,3,4,0.5,145,25,"[2, 9, 17, 10, 4, 3, 7, 12, 0, 15, 1, 16, 11, 13, 18, 8, 19, 5, 14, 6, 2]",321.4961618,"[[10, 4, 3, 7, 12], [0, 15, 1, 16, 11], [13, 18, 8, 19, 5], [14, 6, 2, 9, 17]]",542.5216121
20,30,100,45,3,4,0.5,145,30,"[6, 9, 17, 10, 5, 4, 7, 0, 3, 12, 14, 19, 11, 16, 1, 18, 13, 8, 15, 2, 6]",309.185455,"[[5, 4, 7, 0, 3], [12, 14, 19, 11, 16], [1, 18, 13, 8, 15], [2, 6, 9, 17, 10]]",630.875223
20,30,100,45,3,4,0.5,145,35,"[2, 18, 13, 11, 19, 16, 1, 0, 12, 3, 7, 4, 9, 17, 5, 10, 8, 15, 14, 6, 2]",333.9418697,"[[13, 11, 19, 16, 1], [0, 12, 3, 7, 4], [9, 17, 5, 10, 8], [15, 14, 6, 2, 18]]",747.1590914
20,30,100,45,3,4,0.5,160,25,"[9, 5, 17, 2, 16, 1, 19, 11, 18, 8, 15, 14, 0, 12, 3, 7, 4, 10, 13, 6, 9]",332.3793317,"[[16, 1, 19, 11, 18], [8, 15, 14, 0, 12], [3, 7, 4, 10, 13], [6, 9, 5, 17, 2]]",668.9071953
20,30,100,45,3,4,0.5,160,30,"[2, 18, 12, 0, 1, 16, 11, 19, 13, 8, 15, 14, 3, 7, 4, 9, 17, 5, 10, 6, 2]",293.0629551,"[[18, 12, 0, 1, 16], [11, 19, 13, 8, 15], [14, 3, 7, 4, 9], [17, 5, 10, 6, 2]]",690.5413524
20,30,100,45,3,4,0.5,160,35,"[5, 10, 17, 9, 4, 7, 0, 12, 3, 14, 15, 1, 16, 11, 19, 8, 18, 13, 2, 6, 5]",312.258413,"[[10, 17, 9, 4, 7], [0, 12, 3, 14, 15], [1, 16, 11, 19, 8], [18, 13, 2, 6, 5]]",662.2470289
20,30,100,45,3,4,0.5,175,25,"[5, 17, 9, 7, 3, 12, 0, 14, 15, 16, 11, 1, 19, 8, 18, 13, 2, 10, 4, 6, 5]",324.2920696,"[[5, 17, 9, 7, 3], [12, 0, 14, 15, 16], [11, 1, 19, 8, 18], [13, 2, 10, 4, 6]]",729.3862832
20,30,100,45,3,4,0.5,175,30,"[6, 0, 7, 3, 12, 18, 11, 19, 1, 16, 14, 8, 13, 2, 10, 5, 17, 9, 4, 15, 6]",357.6557191,"[[3, 12, 18, 11, 19], [1, 16, 14, 8, 13], [2, 10, 5, 17, 9], [4, 15, 6, 0, 7]]",703.5596806
20,30,100,45,3,4,0.5,175,35,"[18, 13, 10, 4, 7, 3, 12, 0, 15, 14, 8, 19, 11, 16, 1, 9, 17, 5, 2, 6, 18]",325.6506803,"[[10, 4, 7, 3, 12], [0, 15, 14, 8, 19], [11, 16, 1, 9, 17], [5, 2, 6, 18, 13]]",632.8671194
20,30,100,45,3,4,0.6,115,25,"[2, 18, 13, 11, 16, 1, 10, 17, 5, 4, 0, 12, 7, 3, 14, 15, 8, 19, 9, 6, 2]",316.6975376,"[[11, 16, 1, 10, 17], [5, 4, 0, 12, 7], [3, 14, 15, 8, 19], [9, 6, 2, 18, 13]]",645.0595914
20,30,100,45,3,4,0.6,115,30,"[2, 9, 17, 5, 18, 8, 13, 16, 1, 19, 11, 10, 4, 7, 3, 12, 0, 15, 6, 14, 2]",326.2545182,"[[5, 18, 8, 13, 16], [1, 19, 11, 10, 4], [7, 3, 12, 0, 15], [6, 14, 2, 9, 17]]",634.2607669
20,30,100,45,3,4,0.6,115,35,"[6, 12, 0, 15, 14, 11, 19, 1, 16, 13, 18, 8, 3, 7, 4, 9, 17, 5, 10, 2, 6]",293.0753445,"[[12, 0, 15, 14, 11], [19, 1, 16, 13, 18], [8, 3, 7, 4, 9], [17, 5, 10, 2, 6]]",651.2577828
20,30,100,45,3,4,0.6,130,25,"[2, 9, 17, 10, 4, 3, 7, 12, 0, 15, 14, 19, 11, 16, 1, 18, 13, 8, 6, 5, 2]",309.2920617,"[[10, 4, 3, 7, 12], [0, 15, 14, 19, 11], [16, 1, 18, 13, 8], [6, 5, 2, 9, 17]]",646.1963734
20,30,100,45,3,4,0.6,130,30,"[2, 18, 0, 12, 1, 16, 13, 11, 19, 8, 15, 14, 3, 7, 4, 10, 5, 17, 9, 6, 2]",280.8719732,"[[0, 12, 1, 16, 13], [11, 19, 8, 15, 14], [3, 7, 4, 10, 5], [17, 9, 6, 2, 18]]",573.5160638
20,30,100,45,3,4,0.6,130,35,"[9, 17, 5, 13, 18, 1, 16, 11, 14, 15, 0, 12, 3, 7, 4, 8, 19, 10, 2, 6, 9]",324.6631009,"[[5, 13, 18, 1, 16], [11, 14, 15, 0, 12], [3, 7, 4, 8, 19], [10, 2, 6, 9, 17]]",512.6642143
20,30,100,45,3,4,0.6,145,25,"[5, 17, 9, 10, 13, 18, 8, 2, 16, 11, 19, 1, 0, 14, 15, 12, 3, 7, 4, 6, 5]",351.1418961,"[[5, 17, 9, 10, 13], [18, 8, 2, 16, 11], [19, 1, 0, 14, 15], [12, 3, 7, 4, 6]]",800.5784846
20,30,100,45,3,4,0.6,145,30,"[5, 17, 9, 4, 3, 7, 12, 0, 14, 15, 8, 19, 11, 1, 16, 13, 18, 2, 10, 6, 5]",286.1234976,"[[9, 4, 3, 7, 12], [0, 14, 15, 8, 19], [11, 1, 16, 13, 18], [2, 10, 6, 5, 17]]",694.3889937
20,30,100,45,3,4,0.6,145,35,"[2, 18, 1, 16, 13, 11, 19, 8, 15, 14, 7, 3, 12, 0, 4, 9, 17, 5, 10, 6, 2]",284.0904132,"[[18, 1, 16, 13, 11], [19, 8, 15, 14, 7], [3, 12, 0, 4, 9], [17, 5, 10, 6, 2]]",722.9099748
20,30,100,45,3,4,0.6,160,25,"[2, 9, 17, 5, 4, 7, 3, 12, 0, 14, 19, 11, 18, 8, 15, 16, 1, 10, 13, 6, 2]",322.0488619,"[[5, 4, 7, 3, 12], [0, 14, 19, 11, 18], [8, 15, 16, 1, 10], [13, 6, 2, 9, 17]]",629.2503043
20,30,100,45,3,4,0.6,160,30,"[9, 6, 12, 7, 0, 14, 15, 8, 18, 13, 16, 1, 19, 11, 10, 5, 17, 4, 3, 2, 9]",321.2304393,"[[0, 14, 15, 8, 18], [13, 16, 1, 19, 11], [10, 5, 17, 4, 3], [2, 9, 6, 12, 7]]",697.8972992
20,30,100,45,3,4,0.6,160,35,"[5, 17, 10, 19, 14, 15, 8, 4, 3, 7, 12, 0, 16, 1, 11, 13, 18, 2, 6, 9, 5]",331.5877843,"[[5, 17, 10, 19, 14], [15, 8, 4, 3, 7], [12, 0, 16, 1, 11], [13, 18, 2, 6, 9]]",611.4090744
20,30,100,45,3,4,0.6,175,25,"[6, 13, 16, 11, 19, 1, 18, 8, 15, 14, 12, 0, 3, 7, 4, 9, 17, 5, 10, 2, 6]",290.7534973,"[[6, 13, 16, 11, 19], [1, 18, 8, 15, 14], [12, 0, 3, 7, 4], [9, 17, 5, 10, 2]]",681.6517616
20,30,100,45,3,4,0.6,175,30,"[13, 18, 1, 16, 11, 19, 8, 14, 15, 0, 12, 7, 3, 4, 10, 17, 5, 9, 6, 2, 13]",315.2161965,"[[18, 1, 16, 11, 19], [8, 14, 15, 0, 12], [7, 3, 4, 10, 17], [5, 9, 6, 2, 13]]",631.7812599
20,30,100,45,3,4,0.6,175,35,"[2, 18, 13, 8, 16, 1, 19, 11, 10, 4, 7, 3, 12, 0, 15, 14, 17, 9, 6, 5, 2]",333.6363254,"[[8, 16, 1, 19, 11], [10, 4, 7, 3, 12], [0, 15, 14, 17, 9], [6, 5, 2, 18, 13]]",613.2723841
20,30,100,45,3,4,0.7,115,25,"[5, 17, 9, 4, 7, 0, 12, 3, 15, 14, 19, 1, 16, 11, 13, 8, 18, 2, 10, 6, 5]",316.7736739,"[[9, 4, 7, 0, 12], [3, 15, 14, 19, 1], [16, 11, 13, 8, 18], [2, 10, 6, 5, 17]]",749.7063355
20,30,100,45,3,4,0.7,115,30,"[2, 17, 5, 4, 7, 3, 12, 0, 14, 15, 8, 18, 13, 11, 19, 1, 16, 9, 6, 10, 2]",308.4486484,"[[5, 4, 7, 3, 12], [0, 14, 15, 8, 18], [13, 11, 19, 1, 16], [9, 6, 10, 2, 17]]",650.8700005
20,30,100,45,3,4,0.7,115,35,"[5, 17, 9, 4, 10, 14, 15, 0, 12, 3, 7, 16, 1, 19, 11, 18, 13, 8, 2, 6, 5]",294.9010409,"[[17, 9, 4, 10, 14], [15, 0, 12, 3, 7], [16, 1, 19, 11, 18], [13, 8, 2, 6, 5]]",683.2645582
20,30,100,45,3,4,0.7,130,25,"[17, 5, 9, 4, 3, 7, 12, 0, 16, 1, 19, 11, 18, 13, 8, 15, 14, 6, 10, 2, 17]",312.5787619,"[[5, 9, 4, 3, 7], [12, 0, 16, 1, 19], [11, 18, 13, 8, 15], [14, 6, 10, 2, 17]]",671.3027761
20,30,100,45,3,4,0.7,130,30,"[10, 17, 5, 9, 4, 7, 3, 0, 12, 14, 15, 8, 19, 11, 16, 1, 18, 2, 13, 6, 10]",298.7916459,"[[5, 9, 4, 7, 3], [0, 12, 14, 15, 8], [19, 11, 16, 1, 18], [2, 13, 6, 10, 17]]",639.8325654
20,30,100,45,3,4,0.7,130,35,"[10, 5, 17, 9, 6, 3, 7, 12, 0, 15, 14, 1, 16, 11, 13, 18, 8, 19, 4, 2, 10]",326.4289614,"[[6, 3, 7, 12, 0], [15, 14, 1, 16, 11], [13, 18, 8, 19, 4], [2, 10, 5, 17, 9]]",694.5250658
20,30,100,45,3,4,0.7,145,25,"[5, 17, 9, 4, 7, 3, 12, 0, 15, 1, 16, 11, 19, 8, 18, 13, 2, 10, 14, 6, 5]",336.8422864,"[[9, 4, 7, 3, 12], [0, 15, 1, 16, 11], [19, 8, 18, 13, 2], [10, 14, 6, 5, 17]]",774.4840386
20,30,100,45,3,4,0.7,145,30,"[17, 9, 4, 7, 3, 12, 14, 0, 15, 8, 19, 1, 16, 11, 13, 18, 2, 10, 5, 6, 17]",328.7371412,"[[9, 4, 7, 3, 12], [14, 0, 15, 8, 19], [1, 16, 11, 13, 18], [2, 10, 5, 6, 17]]",695.9816739
20,30,100,45,3,4,0.7,145,35,"[2, 9, 17, 5, 7, 0, 12, 3, 4, 10, 19, 11, 16, 1, 18, 13, 8, 14, 15, 6, 2]",305.1322862,"[[5, 7, 0, 12, 3], [4, 10, 19, 11, 16], [1, 18, 13, 8, 14], [15, 6, 2, 9, 17]]",707.8900922
20,30,100,45,3,4,0.7,160,25,"[8, 18, 13, 11, 19, 1, 16, 12, 7, 3, 0, 14, 15, 6, 4, 9, 17, 5, 10, 2, 8]",322.1647638,"[[8, 18, 13, 11, 19], [1, 16, 12, 7, 3], [0, 14, 15, 6, 4], [9, 17, 5, 10, 2]]",773.0957316
20,30,100,45,3,4,0.7,160,30,"[5, 17, 0, 12, 3, 7, 4, 10, 11, 19, 1, 16, 13, 18, 8, 14, 15, 6, 9, 2, 5]",312.3337878,"[[5, 17, 0, 12, 3], [7, 4, 10, 11, 19], [1, 16, 13, 18, 8], [14, 15, 6, 9, 2]]",717.8840432
20,30,100,45,3,4,0.7,160,35,"[5, 17, 10, 4, 9, 3, 7, 12, 0, 14, 15, 8, 18, 13, 11, 19, 1, 16, 2, 6, 5]",316.4937804,"[[4, 9, 3, 7, 12], [0, 14, 15, 8, 18], [13, 11, 19, 1, 16], [2, 6, 5, 17, 10]]",744.3197815
20,30,100,45,3,4,0.7,175,25,"[11, 10, 2, 18, 13, 8, 16, 1, 19, 14, 15, 0, 12, 3, 7, 4, 9, 17, 5, 6, 11]",324.8362775,"[[18, 13, 8, 16, 1], [19, 14, 15, 0, 12], [3, 7, 4, 9, 17], [5, 6, 11, 10, 2]]",780.7894115
20,30,100,45,3,4,0.7,175,30,"[19, 8, 15, 7, 3, 12, 0, 6, 4, 5, 1, 16, 13, 18, 2, 11, 10, 17, 9, 14, 19]",335.3047225,"[[3, 12, 0, 6, 4], [5, 1, 16, 13, 18], [2, 11, 10, 17, 9], [14, 19, 8, 15, 7]]",605.1701108
20,30,100,45,3,4,0.7,175,35,"[2, 13, 8, 19, 11, 18, 1, 16, 0, 12, 3, 7, 4, 9, 17, 5, 10, 14, 15, 6, 2]",323.344137,"[[19, 11, 18, 1, 16], [0, 12, 3, 7, 4], [9, 17, 5, 10, 14], [15, 6, 2, 13, 8]]",698.8933963
20,30,100,45,3,4,0.8,115,25,"[2, 18, 8, 19, 1, 16, 13, 11, 15, 14, 12, 0, 3, 7, 6, 4, 9, 17, 5, 10, 2]",309.7022796,"[[18, 8, 19, 1, 16], [13, 11, 15, 14, 12], [0, 3, 7, 6, 4], [9, 17, 5, 10, 2]]",716.9404172
20,30,100,45,3,4,0.8,115,30,"[18, 13, 16, 1, 11, 8, 19, 10, 4, 3, 7, 12, 0, 14, 15, 6, 9, 17, 5, 2, 18]",316.0000718,"[[18, 13, 16, 1, 11], [8, 19, 10, 4, 3], [7, 12, 0, 14, 15], [6, 9, 17, 5, 2]]",627.5768382
